"","Name","Pos","Team","GamesPlayed","Goals","Assists","Points","SCH","GoalsPerSCH","AssistsPerSCH","PointsPerSCH","SkillRank","Season"
"2053","Jared McCann","C","Florida Panthers",71,9,9,18,1106670,8.13,8.13,16.27,"D","2015/2016"
"2054","Nikolay Goldobin","RW","Vancouver Canucks",9,1,1,2,1106670,0.9,0.9,1.81,"D","2015/2016"
"2055","Michael Raffl","RW","Philadelphia Flyers",82,13,18,31,1100000,11.82,16.36,28.18,"C","2015/2016"
"2056","Viktor Stalberg","LW","Ottawa Senators",76,9,11,20,1100000,8.18,10,18.18,"D","2015/2016"
"2057","Alexander Semin","RW","Montreal Canadiens",16,1,3,4,1100000,0.91,2.73,3.64,"D","2015/2016"
"2058","Mark Arcobello","C","Free Agent",20,3,1,4,1100000,2.73,0.91,3.64,"D","2015/2016"
"2059","Scott Laughton","C","Philadelphia Flyers",71,7,14,21,1075830,6.51,13.01,19.52,"D","2015/2016"
"2060","Hunter Shinkaruk","C","Calgary Flames",7,2,1,3,1075830,1.86,0.93,2.79,"D","2015/2016"
"2061","Matt Puempel","LW","Detroit Red Wings",26,2,1,3,1075830,1.86,0.93,2.79,"D","2015/2016"
"2062","Michael McCarron","RW","Montreal Canadiens",20,1,1,2,1075830,0.93,0.93,1.86,"D","2015/2016"
"2063","Rocco Grimaldi","C","Colorado Avalanche",20,3,2,5,1066670,2.81,1.87,4.69,"D","2015/2016"
"2064","Cody Hodgson","C","Free Agent",39,3,5,8,1050000,2.86,4.76,7.62,"D","2015/2016"
"2065","Viktor Tikhonov","LW","Free Agent",11,0,0,0,1040000,0,0,0,"D","2015/2016"
"2066","Brendan Gaunce","LW","Vancouver Canucks",20,1,0,1,1025830,0.97,0,0.97,"D","2015/2016"
"2067","Brett Connolly","RW","Washington Capitals",71,9,16,25,1024999,8.78,15.61,24.39,"D","2015/2016"
"2068","Erik Haula","C","Vegas Golden Knights",76,14,20,34,1e+06,14,20,34,"C","2015/2016"
"2069","Casey Cizikas","C","New York Islanders",80,8,21,29,1e+06,8,21,29,"D","2015/2016"
"2070","Matt Martin","LW","Toronto Maple Leafs",80,10,9,19,1e+06,10,9,19,"D","2015/2016"
"2071","Justin Fontaine","RW","Free Agent",60,5,11,16,1e+06,5,11,16,"D","2015/2016"
"2072","Linden Vey","RW","Calgary Flames",41,4,11,15,1e+06,4,11,15,"D","2015/2016"
"2073","Mike Richards","C","Free Agent",39,2,3,5,1e+06,2,3,5,"D","2015/2016"
"2074","Anton Lander","C","Edmonton Oilers",63,1,2,3,987500,1.01,2.03,3.04,"D","2015/2016"
"2075","Josh Jooris","C","Pittsburgh Penguins",59,4,9,13,975000,4.1,9.23,13.33,"D","2015/2016"
"2076","Richard Panik","LW","Arizona Coyotes",30,6,2,8,975000,6.15,2.05,8.21,"D","2015/2016"
"2077","Phillip Danault","C","Montreal Canadiens",21,3,2,5,963333,3.11,2.08,5.19,"D","2015/2016"
"2078","Ryan Spooner","C","New York Rangers",80,13,36,49,950000,13.68,37.89,51.58,"C","2015/2016"
"2079","Jesper Fast","RW","New York Rangers",79,10,20,30,950000,10.53,21.05,31.58,"D","2015/2016"
"2080","Riley Sheahan","C","Pittsburgh Penguins",81,14,11,25,950000,14.74,11.58,26.32,"D","2015/2016"
"2081","J.T. Brown","RW","Anaheim Ducks",79,8,14,22,950000,8.42,14.74,23.16,"D","2015/2016"
"2082","Brian Flynn","RW","Dallas Stars",56,4,6,10,950000,4.21,6.32,10.53,"D","2015/2016"
"2083","Jordan Nolan","LW","Buffalo Sabres",52,0,5,5,950000,0,5.26,5.26,"D","2015/2016"
"2084","Tobias Rieder","LW","Los Angeles Kings",82,14,23,37,925000,15.14,24.86,40,"C","2015/2016"
"2085","David Pastrnak","LW","Boston Bruins",51,15,11,26,925000,16.22,11.89,28.11,"D","2015/2016"
"2086","William Karlsson","C","Vegas Golden Knights",81,9,11,20,925000,9.73,11.89,21.62,"D","2015/2016"
"2087","Reid Boucher","C","Vancouver Canucks",39,8,11,19,925000,8.65,11.89,20.54,"D","2015/2016"
"2088","Phil Di Giuseppe","LW","Carolina Hurricanes",41,7,10,17,925000,7.57,10.81,18.38,"D","2015/2016"
"2089","Matthew Nieto","LW","Colorado Avalanche",67,8,9,17,925000,8.65,9.73,18.38,"D","2015/2016"
"2090","Adam Lowry","C","Winnipeg Jets",74,7,10,17,925000,7.57,10.81,18.38,"D","2015/2016"
"2091","Sergey Kalinin","RW","Toronto Maple Leafs",78,8,7,15,925000,8.65,7.57,16.22,"D","2015/2016"
"2092","Andrew Copp","C","Winnipeg Jets",77,7,6,13,925000,7.57,6.49,14.05,"D","2015/2016"
"2093","Iiro Pakarinen","RW","Edmonton Oilers",64,5,8,13,925000,5.41,8.65,14.05,"D","2015/2016"
"2094","Frank Vatrano","C","Florida Panthers",39,8,3,11,925000,8.65,3.24,11.89,"D","2015/2016"
"2095","Cedric Paquette","C","Tampa Bay Lightning",58,6,5,11,925000,6.49,5.41,11.89,"D","2015/2016"
"2096","Andreas Martinsen","RW","Chicago Blackhawks",55,4,7,11,925000,4.32,7.57,11.89,"D","2015/2016"
"2097","Miikka Salomaki","RW","Nashville Predators",61,5,5,10,925000,5.41,5.41,10.81,"D","2015/2016"
"2098","Daniel Carr","LW","Montreal Canadiens",23,6,3,9,925000,6.49,3.24,9.73,"D","2015/2016"
"2099","Markus Granlund","C","Vancouver Canucks",31,4,3,7,925000,4.32,3.24,7.57,"D","2015/2016"
"2100","Scott Wilson","LW","Buffalo Sabres",24,5,1,6,925000,5.41,1.08,6.49,"D","2015/2016"
"2101","Brandon Pirri","C","Vegas Golden Knights",9,3,2,5,925000,3.24,2.16,5.41,"D","2015/2016"
"2102","Joonas Kemppainen","LW","Boston Bruins",44,2,3,5,925000,2.16,3.24,5.41,"D","2015/2016"
"2103","Josh Leivo","LW","Toronto Maple Leafs",12,5,0,5,925000,5.41,0,5.41,"D","2015/2016"
"2104","Tanner Kero","C","Chicago Blackhawks",17,1,2,3,925000,1.08,2.16,3.24,"D","2015/2016"
"2105","Michael Mersch","LW","Los Angeles Kings",17,1,2,3,925000,1.08,2.16,3.24,"D","2015/2016"
"2106","Tyler Gaudet","C","Arizona Coyotes",14,1,2,3,925000,1.08,2.16,3.24,"D","2015/2016"
"2107","Daniel Sprong","RW","Pittsburgh Penguins",18,2,0,2,925000,2.16,0,2.16,"D","2015/2016"
"2108","Marko Dano","C","Winnipeg Jets",13,1,1,2,925000,1.08,1.08,2.16,"D","2015/2016"
"2109","Seth Griffith","C","Buffalo Sabres",4,0,1,1,925000,0,1.08,1.08,"D","2015/2016"
"2110","Chandler Stephenson","C","Washington Capitals",9,0,0,0,925000,0,0,0,"D","2015/2016"
"2111","Tanner Richard","C","Tampa Bay Lightning",0,0,0,0,925000,0,0,0,"D","2015/2016"
"2112","Devin Shore","C","Dallas Stars",3,0,0,0,925000,0,0,0,"D","2015/2016"
"2113","Tyler Graovac","C","Washington Capitals",2,0,0,0,925000,0,0,0,"D","2015/2016"
"2114","Vince Hinostroza","RW","Chicago Blackhawks",7,0,0,0,925000,0,0,0,"D","2015/2016"
"2115","Markus Hannikainen","LW","Columbus Blue Jackets",4,0,0,0,925000,0,0,0,"D","2015/2016"
"2116","Kyle Baun","RW","Toronto Maple Leafs",2,0,0,0,925000,0,0,0,"D","2015/2016"
"2117","Ryan Carpenter","C","Vegas Golden Knights",1,0,0,0,925000,0,0,0,"D","2015/2016"
"2118","Christoph Bertschy","C","New Jersey Devils",3,0,0,0,925000,0,0,0,"D","2015/2016"
"2119","Tomas Nosek","RW","Vegas Golden Knights",6,0,0,0,925000,0,0,0,"D","2015/2016"
"2120","Andrej Nestrasil","RW","Carolina Hurricanes",56,9,14,23,912500,9.86,15.34,25.21,"D","2015/2016"
"2121","Logan Shaw","RW","Montreal Canadiens",53,5,2,7,908333,5.5,2.2,7.71,"D","2015/2016"
"2122","Andreas Athanasiou","C","Detroit Red Wings",37,9,5,14,902500,9.97,5.54,15.51,"D","2015/2016"
"2123","Jason Zucker","LW","Minnesota Wild",71,13,10,23,900250,14.44,11.11,25.55,"D","2015/2016"
"2124","Jean-Gabriel Pageau","C","Ottawa Senators",82,19,24,43,9e+05,21.11,26.67,47.78,"C","2015/2016"
"2125","Sven Baertschi","LW","Vancouver Canucks",69,15,13,28,9e+05,16.67,14.44,31.11,"D","2015/2016"
"2126","Paul Byron","LW","Montreal Canadiens",62,11,7,18,9e+05,12.22,7.78,20,"D","2015/2016"
"2127","Bryan Rust","RW","Pittsburgh Penguins",41,4,7,11,9e+05,4.44,7.78,12.22,"D","2015/2016"
"2128","Kyle Brodziak","C","St Louis Blues",76,7,4,11,9e+05,7.78,4.44,12.22,"D","2015/2016"
"2129","Ryan Dzingel","RW","Ottawa Senators",30,3,6,9,9e+05,3.33,6.67,10,"D","2015/2016"
"2130","Ryan Garbutt","LW","Free Agent",37,5,3,8,9e+05,5.56,3.33,8.89,"D","2015/2016"
"2131","Tomas Jurco","LW","Chicago Blackhawks",44,4,2,6,9e+05,4.44,2.22,6.67,"D","2015/2016"
"2132","Jesse Winchester","C","Colorado Avalanche",0,0,0,0,9e+05,0,0,0,"D","2015/2016"
"2133","Nikita Kucherov","RW","Tampa Bay Lightning",77,30,36,66,894167,33.55,40.26,73.81,"C","2015/2016"
"2134","Vincent Trocheck","C","Florida Panthers",76,25,28,53,894167,27.96,31.31,59.27,"C","2015/2016"
"2135","Boone Jenner","LW","Columbus Blue Jackets",82,30,19,49,894167,33.55,21.25,54.8,"C","2015/2016"
"2136","Anthony Duclair","LW","Chicago Blackhawks",81,20,24,44,894167,22.37,26.84,49.21,"C","2015/2016"
"2137","Rickard Rakell","LW","Anaheim Ducks",72,20,23,43,894167,22.37,25.72,48.09,"C","2015/2016"
"2138","Andre Burakovsky","LW","Washington Capitals",79,17,21,38,894167,19.01,23.49,42.5,"C","2015/2016"
"2139","Chris Tierney","C","San Jose Sharks",79,7,13,20,894167,7.83,14.54,22.37,"D","2015/2016"
"2140","Nick Cousins","LW","Arizona Coyotes",36,6,5,11,894167,6.71,5.59,12.3,"D","2015/2016"
"2141","Ty Rattie","RW","Edmonton Oilers",13,4,2,6,894167,4.47,2.24,6.71,"D","2015/2016"
"2142","Josh Anderson","RW","Columbus Blue Jackets",12,1,3,4,894167,1.12,3.36,4.47,"D","2015/2016"
"2143","Brock McGinn","LW","Carolina Hurricanes",21,3,1,4,894167,3.36,1.12,4.47,"D","2015/2016"
"2144","Jujhar Khaira","LW","Edmonton Oilers",15,0,2,2,894167,0,2.24,2.24,"D","2015/2016"
"2145","Laurent Dauphin","C","Arizona Coyotes",8,1,0,1,894167,1.12,0,1.12,"D","2015/2016"
"2146","Brett Ritchie","RW","Dallas Stars",8,0,1,1,894167,0,1.12,1.12,"D","2015/2016"
"2147","Ryan Hartman","RW","Nashville Predators",3,0,1,1,894167,0,1.12,1.12,"D","2015/2016"
"2148","Alexander Khokhlachev","C","Boston Bruins",5,0,0,0,894167,0,0,0,"D","2015/2016"
"2149","Colton Sissons","C","Nashville Predators",34,4,2,6,878333,4.55,2.28,6.83,"D","2015/2016"
"2150","Mike Santorelli","C","Free Agent",70,9,9,18,875000,10.29,10.29,20.57,"D","2015/2016"
"2151","Kyle Chipchura","C","Arizona Coyotes",70,4,8,12,875000,4.57,9.14,13.71,"D","2015/2016"
"2152","Chris Terry","LW","Montreal Canadiens",68,8,3,11,875000,9.14,3.43,12.57,"D","2015/2016"
"2153","Taylor Beck","LW","New York Rangers",2,0,0,0,875000,0,0,0,"D","2015/2016"
"2154","J.T. Miller","C","Tampa Bay Lightning",82,22,21,43,874125,25.17,24.02,49.19,"C","2015/2016"
"2155","Vladislav Namestnikov","LW","New York Rangers",80,14,21,35,874125,16.02,24.02,40.04,"C","2015/2016"
"2156","Tim Schaller","LW","Boston Bruins",17,1,2,3,874125,1.14,2.29,3.43,"D","2015/2016"
"2157","Gabriel Bourque","RW","Colorado Avalanche",22,1,3,4,866250,1.15,3.46,4.62,"D","2015/2016"
"2158","Victor Rask","C","Carolina Hurricanes",80,21,27,48,863333,24.32,31.27,55.6,"C","2015/2016"
"2159","Nicolas Petan","C","Winnipeg Jets",27,2,4,6,863333,2.32,4.63,6.95,"D","2015/2016"
"2160","Max McCormick","LW","Ottawa Senators",20,2,2,4,855000,2.34,2.34,4.68,"D","2015/2016"
"2161","Quinton Howden","C","Winnipeg Jets",59,6,5,11,850500,7.05,5.88,12.93,"D","2015/2016"
"2162","Emerson Etem","RW","Arizona Coyotes",20,0,3,3,850500,0,3.53,3.53,"D","2015/2016"
"2163","Lee Stempniak","RW","Carolina Hurricanes",63,16,25,41,850000,18.82,29.41,48.24,"C","2015/2016"
"2164","Stephen Gionta","RW","New York Islanders",82,1,10,11,850000,1.18,11.76,12.94,"D","2015/2016"
"2165","Zac Rinaldo","C","Arizona Coyotes",52,1,2,3,850000,1.18,2.35,3.53,"D","2015/2016"
"2166","Taylor Leier","LW","Philadelphia Flyers",6,0,0,0,825050,0,0,0,"D","2015/2016"
"2167","Micheal Ferland","RW","Calgary Flames",72,4,14,18,825000,4.85,16.97,21.82,"D","2015/2016"
"2168","Jordin Tootoo","RW","Chicago Blackhawks",66,4,5,9,825000,4.85,6.06,10.91,"D","2015/2016"
"2169","Joakim Andersson","C","Detroit Red Wings",29,1,2,3,815000,1.23,2.45,3.68,"D","2015/2016"
"2170","Matt Cullen","C","Minnesota Wild",82,16,16,32,8e+05,20,20,40,"C","2015/2016"
"2171","Mattias Janmark","RW","Dallas Stars",73,15,14,29,8e+05,18.75,17.5,36.25,"D","2015/2016"
"2172","Johan Larsson","C","Buffalo Sabres",74,10,7,17,8e+05,12.5,8.75,21.25,"D","2015/2016"
"2173","Ryan White","C","Free Agent",73,11,5,16,8e+05,13.75,6.25,20,"D","2015/2016"
"2174","Jacob Josefson","C","Buffalo Sabres",58,4,10,14,8e+05,5,12.5,17.5,"D","2015/2016"
"2175","Andrew Desjardins","C","New York Rangers",77,8,5,13,8e+05,10,6.25,16.25,"D","2015/2016"
"2176","Devante Smith-Pelly","RW","Washington Capitals",18,8,5,13,8e+05,10,6.25,16.25,"D","2015/2016"
"2177","Beau Bennett","RW","St Louis Blues",33,6,6,12,8e+05,7.5,7.5,15,"D","2015/2016"
"2178","Jarret Stoll","C","Minnesota Wild",51,3,3,6,8e+05,3.75,3.75,7.5,"D","2015/2016"
"2179","Jiri Tlusty","LW","Free Agent",30,2,2,4,8e+05,2.5,2.5,5,"D","2015/2016"
"2180","Luke Gazdic","LW","New Jersey Devils",30,1,0,1,8e+05,1.25,0,1.25,"D","2015/2016"
"2181","Joseph Blandisi","C","Anaheim Ducks",41,5,12,17,788333,6.34,15.22,21.56,"D","2015/2016"
"2182","Peter Holland","RW","New York Rangers",65,9,18,27,775000,11.61,23.23,34.84,"D","2015/2016"
"2183","Dmitrij Jaskin","LW","St Louis Blues",65,4,9,13,775000,5.16,11.61,16.77,"D","2015/2016"
"2184","Tomas Fleischmann","LW","Chicago Blackhawks",57,10,10,20,750000,13.33,13.33,26.67,"D","2015/2016"
"2185","Sven Andrighetto","RW","Colorado Avalanche",44,7,10,17,750000,9.33,13.33,22.67,"D","2015/2016"
"2186","Corban Knight","C","Philadelphia Flyers",20,2,5,7,750000,2.67,6.67,9.33,"D","2015/2016"
"2187","Steve Bernier","RW","New York Islanders",24,1,5,6,750000,1.33,6.67,8,"D","2015/2016"
"2188","David Dziurzynski","LW","Ottawa Senators",14,1,3,4,750000,1.33,4,5.33,"D","2015/2016"
"2189","Matt Halischuk","RW","Winnipeg Jets",30,0,3,3,750000,0,4,4,"D","2015/2016"
"2190","Kurtis Gabriel","RW","Minnesota Wild",3,0,0,0,750000,0,0,0,"D","2015/2016"
"2191","Calle Jarnkrok","RW","Nashville Predators",81,16,14,30,735000,21.77,19.05,40.82,"D","2015/2016"
"2192","Teemu Pulkkinen","LW","Vegas Golden Knights",36,6,6,12,735000,8.16,8.16,16.33,"D","2015/2016"
"2193","Charles Hudon","LW","Montreal Canadiens",3,0,2,2,725000,0,2.76,2.76,"D","2015/2016"
"2194","Rob Klinkhammer","LW","Edmonton Oilers",14,1,0,1,725000,1.38,0,1.38,"D","2015/2016"
"2195","Dale Weise","RW","Philadelphia Flyers",56,14,12,26,717500,19.51,16.72,36.24,"D","2015/2016"
"2196","Chris VandeVelde","C","Philadelphia Flyers",79,2,12,14,712500,2.81,16.84,19.65,"D","2015/2016"
"2197","Pierre-Édouard Bellemare","C","Vegas Golden Knights",74,7,7,14,712500,9.82,9.82,19.65,"D","2015/2016"
"2198","Brad Boyes","RW","Toronto Maple Leafs",60,8,16,24,7e+05,11.43,22.86,34.29,"D","2015/2016"
"2199","Scottie Upshall","RW","St Louis Blues",70,6,8,14,7e+05,8.57,11.43,20,"D","2015/2016"
"2200","Magnus Paajarvi","LW","Ottawa Senators",48,3,6,9,7e+05,4.29,8.57,12.86,"D","2015/2016"
"2201","Cal O'Reilly","C","Minnesota Wild",20,3,4,7,7e+05,4.29,5.71,10,"D","2015/2016"
"2202","Shane Prince","RW","New York Islanders",20,3,2,5,7e+05,4.29,2.86,7.14,"D","2015/2016"
"2203","J.C. Lipon","RW","Winnipeg Jets",9,0,1,1,7e+05,0,1.43,1.43,"D","2015/2016"
"2204","Derek Grant","C","Anaheim Ducks",15,0,1,1,7e+05,0,1.43,1.43,"D","2015/2016"
"2205","Tim Jackman","RW","Chicago Blackhawks",2,0,0,0,7e+05,0,0,0,"D","2015/2016"
"2206","Mikhail Grigorenko","C","Free Agent",74,6,21,27,675000,8.89,31.11,40,"D","2015/2016"
"2207","Jack Skille","RW","Vancouver Canucks",74,8,6,14,675000,11.85,8.89,20.74,"D","2015/2016"
"2208","Anthony Peluso","RW","Washington Capitals",35,1,4,5,675000,1.48,5.93,7.41,"D","2015/2016"
"2209","Eric Boulton","LW","New York Islanders",6,0,0,0,675000,0,0,0,"D","2015/2016"
"2210","Garrett Wilson","LW","Pittsburgh Penguins",29,0,0,0,675000,0,0,0,"D","2015/2016"
"2211","Curtis McKenzie","LW","Dallas Stars",3,0,0,0,675000,0,0,0,"D","2015/2016"
"2212","Michael Keranen","LW","Ottawa Senators",1,0,0,0,675000,0,0,0,"D","2015/2016"
"2213","Conor Sheary","LW","Pittsburgh Penguins",44,7,3,10,667500,10.49,4.49,14.98,"D","2015/2016"
"2214","Oscar Lindberg","C","Vegas Golden Knights",68,13,15,28,650000,20,23.08,43.08,"D","2015/2016"
"2215","Colton Sceviour","RW","Florida Panthers",71,11,12,23,650000,16.92,18.46,35.38,"D","2015/2016"
"2216","Viktor Arvidsson","RW","Nashville Predators",56,8,8,16,650000,12.31,12.31,24.62,"D","2015/2016"
"2217","Brad Malone","C","Edmonton Oilers",58,2,4,6,650000,3.08,6.15,9.23,"D","2015/2016"
"2218","Michael Chaput","C","Vancouver Canucks",8,1,1,2,650000,1.54,1.54,3.08,"D","2015/2016"
"2219","Mike Angelidis","LW","Tampa Bay Lightning",4,1,0,1,650000,1.54,0,1.54,"D","2015/2016"
"2220","Ben Street","RW","Detroit Red Wings",7,0,0,0,650000,0,0,0,"D","2015/2016"
"2221","Patrice Cormier","C","Winnipeg Jets",3,0,0,0,650000,0,0,0,"D","2015/2016"
"2222","Nicolas Deslauriers","RW","Montreal Canadiens",70,6,6,12,637500,9.41,9.41,18.82,"D","2015/2016"
"2223","Jordan Weal","LW","Philadelphia Flyers",5,0,0,0,632000,0,0,0,"D","2015/2016"
"2224","Andrew Miller","RW","Edmonton Oilers",6,0,0,0,630000,0,0,0,"D","2015/2016"
"2225","Luke Glendening","C","Detroit Red Wings",81,8,13,21,628333,12.73,20.69,33.42,"D","2015/2016"
"2226","Barclay Goodrow","LW","San Jose Sharks",14,0,3,3,626667,0,4.79,4.79,"D","2015/2016"
"2227","Ryan Carter","C","Free Agent",60,7,5,12,625000,11.2,8,19.2,"D","2015/2016"
"2228","Colin McDonald","RW","Philadelphia Flyers",5,1,0,1,625000,1.6,0,1.6,"D","2015/2016"
"2229","Tye McGinn","LW","Arizona Coyotes",2,0,0,0,625000,0,0,0,"D","2015/2016"
"2230","Borna Rendulic","RW","Vancouver Canucks",3,0,0,0,620000,0,0,0,"D","2015/2016"
"2231","Jordan Martinook","LW","Carolina Hurricanes",81,9,15,24,612500,14.69,24.49,39.18,"D","2015/2016"
"2232","Stefan Matteau","C","Vegas Golden Knights",20,1,0,1,612500,1.63,0,1.63,"D","2015/2016"
"2233","Dennis Everberg","RW","Colorado Avalanche",15,0,0,0,612500,0,0,0,"D","2015/2016"
"2234","Joakim Nordstrom","LW","Carolina Hurricanes",71,10,14,24,605000,16.53,23.14,39.67,"D","2015/2016"
"2235","Michael Sgarbossa","C","Winnipeg Jets",2,0,0,0,605000,0,0,0,"D","2015/2016"
"2236","Jonathan Marchessault","C","Vegas Golden Knights",45,7,11,18,6e+05,11.67,18.33,30,"D","2015/2016"
"2237","Tyler Kennedy","C","New Jersey Devils",50,3,13,16,6e+05,5,21.67,26.67,"D","2015/2016"
"2238","Nick Shore","C","Calgary Flames",68,3,7,10,6e+05,5,11.67,16.67,"D","2015/2016"
"2239","Dainius Zubrus","RW","San Jose Sharks",50,3,4,7,6e+05,5,6.67,11.67,"D","2015/2016"
"2240","Tyler Randell","RW","Ottawa Senators",28,6,0,6,6e+05,10,0,10,"D","2015/2016"
"2241","Mike Blunden","RW","Ottawa Senators",20,3,2,5,6e+05,5,3.33,8.33,"D","2015/2016"
"2242","Jordan Schroeder","C","Columbus Blue Jackets",26,2,2,4,6e+05,3.33,3.33,6.67,"D","2015/2016"
"2243","Christian Thomas","RW","Washington Capitals",5,0,2,2,6e+05,0,3.33,3.33,"D","2015/2016"
"2244","Andrew Agozzino","LW","Colorado Avalanche",9,0,2,2,6e+05,0,3.33,3.33,"D","2015/2016"
"2245","Phil Varone","C","Philadelphia Flyers",5,1,1,2,6e+05,1.67,1.67,3.33,"D","2015/2016"
"2246","Chris Wagner","C","New York Islanders",17,0,2,2,6e+05,0,3.33,3.33,"D","2015/2016"
"2247","Jayson Megna","RW","Vancouver Canucks",6,1,1,2,6e+05,1.67,1.67,3.33,"D","2015/2016"
"2248","Joel Vermin","RW","Tampa Bay Lightning",6,0,1,1,6e+05,0,1.67,1.67,"D","2015/2016"
"2249","Craig Cunningham","LW","Arizona Coyotes",10,0,1,1,6e+05,0,1.67,1.67,"D","2015/2016"
"2250","Micheal Haley","C","Florida Panthers",16,1,0,1,6e+05,1.67,0,1.67,"D","2015/2016"
"2251","Martin Havlat","RW","St Louis Blues",2,1,0,1,6e+05,1.67,0,1.67,"D","2015/2016"
"2252","Ryan Hamilton","LW","Edmonton Oilers",0,0,0,0,6e+05,0,0,0,"D","2015/2016"
"2253","Chris Mueller","RW","Toronto Maple Leafs",0,0,0,0,6e+05,0,0,0,"D","2015/2016"
"2254","Landon Ferraro","C","Minnesota Wild",10,0,0,0,6e+05,0,0,0,"D","2015/2016"
"2255","Bryan Lerg","LW","San Jose Sharks",6,0,0,0,6e+05,0,0,0,"D","2015/2016"
"2256","Jordan Caron","LW","St Louis Blues",4,0,0,0,6e+05,0,0,0,"D","2015/2016"
"2257","Ronalds Kenins","LW","Vancouver Canucks",8,0,0,0,6e+05,0,0,0,"D","2015/2016"
"2258","John McCarthy","LW","San Jose Sharks",1,0,0,0,6e+05,0,0,0,"D","2015/2016"
"2259","Brett Bulmer","RW","Minnesota Wild",3,0,0,0,6e+05,0,0,0,"D","2015/2016"
"2260","Harry Zolnierczyk","RW","Nashville Predators",3,0,0,0,6e+05,0,0,0,"D","2015/2016"
"2261","Connor Brickley","C","Florida Panthers",24,1,4,5,592500,1.69,6.75,8.44,"D","2015/2016"
"2262","Andy Andreoff","C","Tampa Bay Lightning",60,8,2,10,587500,13.62,3.4,17.02,"D","2015/2016"
"2263","Yanni Gourde","LW","Tampa Bay Lightning",3,0,1,1,587500,0,1.7,1.7,"D","2015/2016"
"2264","Max Friberg","LW","Montreal Canadiens",5,0,0,0,587500,0,0,0,"D","2015/2016"
"2265","Alexandre Grenier","RW","Florida Panthers",6,0,0,0,585000,0,0,0,"D","2015/2016"
"2266","Tom Kuhnhackl","LW","Pittsburgh Penguins",42,5,10,15,575000,8.7,17.39,26.09,"D","2015/2016"
"2267","Bobby Farnham","RW","Free Agent",50,8,2,10,575000,13.91,3.48,17.39,"D","2015/2016"
"2268","Austin Watson","RW","Nashville Predators",57,3,7,10,575000,5.22,12.17,17.39,"D","2015/2016"
"2269","Dennis Rasmussen","LW","Anaheim Ducks",44,4,5,9,575000,6.96,8.7,15.65,"D","2015/2016"
"2270","Chris Porter","LW","Minnesota Wild",61,4,3,7,575000,6.96,5.22,12.17,"D","2015/2016"
"2271","Michael Latta","C","Free Agent",43,3,4,7,575000,5.22,6.96,12.17,"D","2015/2016"
"2272","Byron Froese","C","Montreal Canadiens",56,2,3,5,575000,3.48,5.22,8.7,"D","2015/2016"
"2273","Richard Clune","LW","Toronto Maple Leafs",19,0,4,4,575000,0,6.96,6.96,"D","2015/2016"
"2274","Stanislav Galiev","RW","Washington Capitals",25,0,3,3,575000,0,5.22,5.22,"D","2015/2016"
"2275","Kevin Porter","C","Pittsburgh Penguins",41,0,3,3,575000,0,5.22,5.22,"D","2015/2016"
"2276","Dustin Jeffrey","C","Arizona Coyotes",7,1,1,2,575000,1.74,1.74,3.48,"D","2015/2016"
"2277","Paul Carey","LW","New York Rangers",4,1,0,1,575000,1.74,0,1.74,"D","2015/2016"
"2278","Mike Zalewski","LW","Vancouver Canucks",3,0,1,1,575000,0,1.74,1.74,"D","2015/2016"
"2279","Zach Sill","LW","Washington Capitals",10,1,0,1,575000,1.74,0,1.74,"D","2015/2016"
"2280","Scott Gomez","C","Ottawa Senators",13,0,1,1,575000,0,1.74,1.74,"D","2015/2016"
"2281","Chris Conner","RW","Philadelphia Flyers",0,0,0,0,575000,0,0,0,"D","2015/2016"
"2282","John Scott","LW","Montreal Canadiens",1,0,0,0,575000,0,0,0,"D","2015/2016"
"2283","Adam Cracknell","RW","Montreal Canadiens",8,0,0,0,575000,0,0,0,"D","2015/2016"
"2284","Daniel Paille","LW","New York Rangers",12,0,0,0,575000,0,0,0,"D","2015/2016"
"2285","Chris Brown","C","New York Rangers",1,0,0,0,575000,0,0,0,"D","2015/2016"
"2286","Paul Thompson","LW","Vegas Golden Knights",3,0,0,0,575000,0,0,0,"D","2015/2016"
